Season,Wteam,Wefg%,Lefg%,Lefg,Wtov%,Ltov%,Wor%,Wdr%,Lor%,Ldr%,Wft%,Lft%,wins
2003,1421,0.543,0.5223880597014925,0.522,0.112,0.132,0.333,0.638,0.3617021276595745,0.6666666666666666,0.246,0.209,1
2003,1428,0.369,0.37272727272727274,0.373,0.159,0.176,0.31,0.639,0.3611111111111111,0.6904761904761905,0.246,0.309,1
2003,1448,0.464,0.44166666666666665,0.442,0.175,0.145,0.432,0.69,0.30952380952380953,0.5681818181818182,0.174,0.333,1
2003,1458,0.5125,0.4619240868942468,0.462,0.082,0.125,0.2865,0.5945,0.4057971014492754,0.7137096774193548,0.20850000000000002,0.10600000000000001,2
2003,1462,0.453,0.43846153846153846,0.438,0.108,0.112,0.447,0.714,0.2857142857142857,0.5526315789473685,0.203,0.031,1
2004,1104,0.5083333333333333,0.47692199449803346,0.47666666666666674,0.11266666666666665,0.15033333333333335,0.2853333333333333,0.581,0.4190756671575086,0.7146945680385614,0.4483333333333333,0.14433333333333334,3
2004,1130,0.557,0.41,0.41,0.126,0.117,0.19,0.7,0.3,0.8095238095238095,0.205,0.2,1
2004,1153,0.573,0.43243243243243246,0.432,0.188,0.06,0.364,0.66,0.34,0.6363636363636364,0.145,0.176,1
2004,1163,0.5355,0.426281708987197,0.4263333333333334,0.13383333333333333,0.11966666666666666,0.3941666666666667,0.7201666666666666,0.2798736511236511,0.6058447811655511,0.31116666666666665,0.1566666666666667,6
2004,1177,0.449,0.36075949367088606,0.361,0.1,0.089,0.256,0.679,0.32142857142857145,0.7441860465116279,0.39,0.152,1
2004,1181,0.5517500000000001,0.4263131787802841,0.42625,0.13075,0.14525,0.33875,0.7057500000000001,0.29425873241662714,0.6611999329646389,0.387,0.179,4
2004,1197,0.444,0.3524590163934426,0.352,0.122,0.174,0.475,0.543,0.45652173913043476,0.525,0.254,0.23,1
2004,1210,0.5058,0.45481428555341596,0.45459999999999995,0.1618,0.16140000000000002,0.279,0.7103999999999999,0.28950103545691785,0.7208916708916708,0.23220000000000002,0.23080000000000003,5
2004,1211,0.565,0.3333333333333333,0.333,0.159,0.149,0.323,0.783,0.21739130434782608,0.6774193548387096,0.278,0.111,1
2004,1228,0.6305000000000001,0.47721674876847286,0.47750000000000004,0.076,0.14450000000000002,0.28099999999999997,0.6665,0.33374283374283376,0.7192513368983957,0.175,0.1725,2
2004,1242,0.5916666666666667,0.39923355720744214,0.399,0.17400000000000002,0.147,0.36199999999999993,0.7366666666666667,0.2631835342832785,0.6383042245111211,0.5113333333333333,0.21399999999999997,3
2004,1246,0.653,0.5378787878787878,0.538,0.166,0.178,0.433,0.707,0.2926829268292683,0.5666666666666667,0.242,0.076,1
2004,1264,0.483,0.5,0.5,0.109,0.172,0.371,0.852,0.14814814814814814,0.6285714285714286,0.283,0.333,1
2004,1268,0.559,0.5625,0.562,0.134,0.148,0.444,0.7,0.3,0.5555555555555556,0.339,0.357,1
2004,1272,0.466,0.38095238095238093,0.381,0.119,0.17,0.4,0.846,0.15384615384615385,0.6,0.068,0.262,1
2004,1280,0.607,0.4411764705882353,0.441,0.176,0.204,0.433,0.919,0.08108108108108109,0.5666666666666667,0.304,0.137,1
2004,1301,0.418,0.37755102040816324,0.378,0.17,0.172,0.382,0.686,0.3142857142857143,0.6176470588235294,0.408,0.306,1
2004,1305,0.521,0.42848484848484847,0.4285,0.1315,0.1285,0.306,0.6985,0.30136494252873564,0.6941176470588235,0.451,0.223,2
2004,1314,0.453,0.5384615384615384,0.538,0.154,0.234,0.424,0.913,0.08695652173913043,0.5757575757575758,0.283,0.256,1
2004,1329,0.56375,0.4213568293908354,0.42125,0.17075,0.1335,0.41100000000000003,0.6905000000000001,0.3093237125070742,0.5890133779264214,0.23725000000000002,0.151,4
2004,1334,0.54,0.4262295081967213,0.426,0.149,0.182,0.25,0.595,0.40540540540540543,0.75,0.24,0.098,1
2004,1338,0.3625,0.3966346153846154,0.397,0.125,0.1745,0.3395,0.7655000000000001,0.234375,0.660633484162896,0.377,0.203,2
2004,1371,0.534,0.5754716981132075,0.575,0.108,0.162,0.353,0.75,0.25,0.6470588235294118,0.31,0.283,1
2004,1386,0.5663333333333334,0.5326797385620915,0.5326666666666666,0.14266666666666666,0.18466666666666667,0.3113333333333333,0.7396666666666666,0.2605750996555594,0.6887234629170113,0.21466666666666667,0.27799999999999997,3
2004,1390,0.556,0.25396825396825395,0.254,0.224,0.184,0.393,0.569,0.43137254901960786,0.6071428571428571,0.204,0.206,1
2004,1393,0.5385,0.488548951048951,0.48849999999999993,0.1,0.133,0.246,0.6145,0.3851674641148325,0.7538461538461538,0.4465,0.3775,2
2004,1400,0.5529999999999999,0.4279034690799397,0.42800000000000005,0.14550000000000002,0.10700000000000001,0.42900000000000005,0.681,0.319047619047619,0.5706340378197998,0.26249999999999996,0.2015,2
2004,1403,0.525,0.4827586206896552,0.483,0.171,0.15,0.412,0.629,0.37142857142857144,0.5882352941176471,0.237,0.293,1
2004,1412,0.519,0.546875,0.5469999999999999,0.1145,0.15400000000000003,0.362,0.5755,0.4246031746031746,0.6382783882783882,0.3135,0.3025,2
2004,1435,0.628,0.4763993316624896,0.4765,0.1555,0.10750000000000001,0.3325,0.574,0.42596899224806206,0.6675824175824177,0.281,0.1475,2
2004,1448,0.5765,0.5605680868838764,0.5605,0.11399999999999999,0.1405,0.28,0.7755000000000001,0.22477477477477478,0.7198275862068966,0.3155,0.198,2
2004,1458,0.569,0.5277777777777778,0.528,0.107,0.172,0.407,0.581,0.41935483870967744,0.5925925925925926,0.353,0.13,1
2004,1462,0.576,0.4585360129714968,0.4586666666666666,0.126,0.09533333333333334,0.3753333333333333,0.6456666666666666,0.3544594594594595,0.6244272844272843,0.4216666666666667,0.17800000000000002,3
2005,1112,0.6176666666666667,0.4391414141414141,0.43900000000000006,0.16133333333333336,0.13033333333333333,0.3746666666666667,0.636,0.3641423176306897,0.6252484659925677,0.27166666666666667,0.165,3
2005,1130,0.654,0.4225352112676056,0.423,0.197,0.173,0.308,0.673,0.32653061224489793,0.6923076923076923,0.327,0.07,1
2005,1137,0.473,0.44565217391304346,0.446,0.112,0.15,0.257,0.724,0.27586206896551724,0.7428571428571429,0.218,0.478,1
2005,1153,0.553,0.3813559322033898,0.381,0.091,0.115,0.25,0.628,0.37209302325581395,0.75,0.228,0.322,1
2005,1163,0.526,0.4344262295081967,0.434,0.135,0.108,0.452,0.707,0.2926829268292683,0.5483870967741935,0.276,0.295,1
2005,1181,0.47350000000000003,0.3841501240694789,0.384,0.144,0.1325,0.28700000000000003,0.6875,0.3125,0.7126696832579186,0.4135,0.1175,2
2005,1196,0.454,0.4891304347826087,0.489,0.179,0.216,0.324,0.677,0.3225806451612903,0.6764705882352942,0.333,0.37,1
2005,1210,0.562,0.49230769230769234,0.492,0.178,0.147,0.312,0.727,0.2727272727272727,0.6875,0.304,0.062,1
2005,1211,0.5,0.45,0.45,0.109,0.152,0.297,0.744,0.2564102564102564,0.7027027027027027,0.254,0.167,1
2005,1228,0.5508,0.46210494359760973,0.462,0.1246,0.14540000000000003,0.2862,0.6674,0.3326600284495021,0.7140381457622837,0.21680000000000002,0.21139999999999998,5
2005,1235,0.456,0.373015873015873,0.373,0.145,0.188,0.417,0.545,0.45454545454545453,0.5833333333333334,0.211,0.095,1
2005,1246,0.5926666666666667,0.4467286531714998,0.4466666666666667,0.17600000000000002,0.15066666666666664,0.24666666666666667,0.6576666666666667,0.34232804232804237,0.753225806451613,0.2846666666666667,0.21866666666666668,3
2005,1257,0.5952500000000001,0.5329739300287003,0.53325,0.1325,0.14425,0.402,0.73875,0.2611120455246265,0.5979166666666667,0.37675000000000003,0.22825,4
2005,1277,0.5247499999999999,0.46559625632148793,0.46549999999999997,0.1265,0.1435,0.36175,0.6385,0.3615733191539643,0.6381578947368421,0.3755,0.27075,4
2005,1280,0.64,0.4126984126984127,0.413,0.097,0.054,0.357,0.707,0.2926829268292683,0.6428571428571429,0.351,0.286,1
2005,1301,0.4875,0.4539124668435013,0.454,0.163,0.191,0.27749999999999997,0.663,0.33718487394957986,0.722167487684729,0.311,0.23149999999999998,2
2005,1305,0.395,0.3897058823529412,0.39,0.09,0.063,0.372,0.717,0.2826086956521739,0.627906976744186,0.194,0.059,1
2005,1314,0.5816666666666667,0.45758190642603486,0.4576666666666667,0.13566666666666669,0.12,0.3833333333333333,0.6671666666666667,0.33284204106650284,0.6166789751467171,0.25433333333333336,0.15366666666666667,6
2005,1324,0.57,0.4745762711864407,0.475,0.18,0.153,0.424,0.744,0.2564102564102564,0.5757575757575758,0.246,0.22,1
2005,1328,0.48,0.39705882352941174,0.397,0.135,0.161,0.35,0.756,0.24444444444444444,0.65,0.176,0.191,1
2005,1329,0.575,0.471031746031746,0.471,0.177,0.174,0.34850000000000003,0.731,0.2690631808278867,0.6515151515151515,0.626,0.301,2
2005,1334,0.564,0.4915254237288136,0.492,0.133,0.114,0.333,0.714,0.2857142857142857,0.6666666666666666,0.309,0.22,1
2005,1356,0.443,0.37254901960784315,0.373,0.117,0.214,0.316,0.568,0.43243243243243246,0.6842105263157895,0.18,0.353,1
2005,1403,0.5845,0.48360215053763445,0.4835,0.1275,0.14300000000000002,0.20550000000000002,0.671,0.3289386947923533,0.7948051948051948,0.1825,0.139,2
2005,1412,0.517,0.40625,0.406,0.136,0.195,0.297,0.6,0.4,0.7027027027027027,0.356,0.25,1
2005,1428,0.5760000000000001,0.3836477987421384,0.3835,0.22,0.10700000000000001,0.43,0.7224999999999999,0.27721088435374147,0.5699728260869565,0.3655,0.1815,2
2005,1436,0.432,0.44545454545454544,0.445,0.185,0.271,0.361,0.548,0.45161290322580644,0.6388888888888888,0.153,0.145,1
2005,1437,0.399,0.3926282051282051,0.3925,0.16749999999999998,0.197,0.427,0.7184999999999999,0.28147659854976925,0.5731707317073171,0.376,0.252,2
2005,1448,0.483,0.46153846153846156,0.462,0.159,0.264,0.385,0.667,0.3333333333333333,0.6153846153846154,0.241,0.115,1
2005,1449,0.631,0.5421928817451205,0.542,0.1215,0.14200000000000002,0.381,0.616,0.3839285714285714,0.6192307692307693,0.2545,0.0975,2
2005,1452,0.5676666666666667,0.5026408450704225,0.5026666666666666,0.17366666666666666,0.17833333333333332,0.31433333333333335,0.6143333333333333,0.3853046594982079,0.6856410256410257,0.27499999999999997,0.25133333333333335,3
2005,1454,0.6065,0.5549999999999999,0.5549999999999999,0.1265,0.2135,0.29500000000000004,0.527,0.47270471464019853,0.7053763440860215,0.372,0.37,2
2005,1458,0.5373333333333333,0.4776100628930817,0.4776666666666667,0.1386666666666667,0.1396666666666667,0.19899999999999998,0.8186666666666667,0.18146987112504354,0.8010567632850242,0.3516666666666666,0.15833333333333333,3
2006,1104,0.618,0.5819672131147541,0.582,0.139,0.13,0.516,0.552,0.4482758620689655,0.4838709677419355,0.4,0.23,1
2006,1112,0.636,0.5172413793103449,0.517,0.098,0.111,0.423,0.676,0.32432432432432434,0.5769230769230769,0.322,0.259,1
2006,1130,0.5265,0.45966810966810967,0.4595,0.092,0.1255,0.314,0.7255,0.2749034749034749,0.6859649122807018,0.266,0.193,2
2006,1133,0.46900000000000003,0.4838185415488977,0.484,0.1195,0.1755,0.3435,0.6765000000000001,0.32380952380952377,0.6567460317460317,0.41300000000000003,0.2025,2
2006,1137,0.511,0.425531914893617,0.426,0.183,0.154,0.286,0.636,0.36363636363636365,0.7142857142857143,0.318,0.319,1
2006,1163,0.611,0.498252688172043,0.498,0.17866666666666667,0.15166666666666664,0.33899999999999997,0.6813333333333333,0.31871139260301823,0.6609916367980883,0.4076666666666667,0.21133333333333335,3
2006,1181,0.543,0.366342504743833,0.3665,0.2025,0.1595,0.33499999999999996,0.6154999999999999,0.3843537414965986,0.6648275862068966,0.469,0.1515,2
2006,1196,0.5253333333333333,0.39471343871560954,0.3946666666666667,0.136,0.1365,0.37483333333333335,0.6728333333333333,0.32739487607908657,0.6251405682440165,0.28983333333333333,0.15966666666666668,6
2006,1203,0.545,0.6944444444444444,0.694,0.102,0.172,0.375,0.704,0.2962962962962963,0.625,0.242,0.185,1
2006,1206,0.5485,0.45320785984848483,0.4535,0.12075,0.122,0.2865,0.6892499999999999,0.3105644208037825,0.7133458646616542,0.282,0.13175,4
2006,1207,0.503,0.4422650709219858,0.442,0.11599999999999999,0.14,0.3155,0.81,0.18993506493506493,0.6848484848484848,0.184,0.179,2
2006,1211,0.5275,0.5375106564364875,0.5375,0.089,0.11699999999999999,0.322,0.6865,0.313588850174216,0.677858439201452,0.47250000000000003,0.24000000000000002,2
2006,1228,0.66,0.6707317073170732,0.671,0.146,0.156,0.333,0.955,0.045454545454545456,0.6666666666666666,0.24,0.341,1
2006,1231,0.549,0.6545454545454545,0.655,0.093,0.185,0.366,0.615,0.38461538461538464,0.6341463414634146,0.127,0.2,1
2006,1246,0.352,0.47413793103448276,0.474,0.08,0.117,0.444,0.675,0.325,0.5555555555555556,0.426,0.155,1
2006,1261,0.45125,0.3913834167643391,0.3915,0.1475,0.162,0.31825000000000003,0.68175,0.318198360560622,0.6817793757649939,0.27725,0.17350000000000002,4
2006,1272,0.6053333333333334,0.453194508360178,0.453,0.13133333333333333,0.17500000000000002,0.333,0.6843333333333333,0.3158307210031348,0.6670258620689654,0.248,0.39499999999999996,3
2006,1284,0.525,0.3333333333333333,0.333,0.113,0.145,0.206,0.674,0.32608695652173914,0.7941176470588235,0.115,0.111,1
2006,1285,0.571,0.5071428571428571,0.507,0.087,0.101,0.345,0.564,0.4358974358974359,0.6551724137931034,0.411,0.114,1
2006,1301,0.56,0.4787234042553192,0.479,0.156,0.185,0.292,0.667,0.3333333333333333,0.7083333333333334,0.262,0.149,1
2006,1314,0.51,0.43846153846153846,0.438,0.188,0.144,0.429,0.595,0.40476190476190477,0.5714285714285714,0.417,0.123,1
2006,1322,0.458,0.5121951219512195,0.512,0.129,0.22,0.341,0.654,0.34615384615384615,0.6585365853658537,0.15,0.512,1
2006,1326,0.438,0.41911764705882354,0.419,0.043,0.107,0.333,0.667,0.3333333333333333,0.6666666666666666,0.2,0.074,1
2006,1338,0.739,0.4661016949152542,0.466,0.163,0.121,0.211,0.632,0.3684210526315789,0.7894736842105263,0.239,0.153,1
2006,1397,0.5,0.45535714285714285,0.455,0.162,0.17,0.355,0.595,0.40540540540540543,0.6451612903225806,0.189,0.179,1
2006,1400,0.4916666666666667,0.47521542922486315,0.47533333333333333,0.13066666666666668,0.12633333333333333,0.48,0.8166666666666668,0.18341801567608018,0.5198924731182796,0.33266666666666667,0.12833333333333333,3
2006,1401,0.42,0.43137254901960786,0.431,0.113,0.142,0.368,0.686,0.3142857142857143,0.631578947368421,0.339,0.275,1
2006,1417,0.49379999999999996,0.39763754889178615,0.3976,0.1584,0.17959999999999998,0.33820000000000006,0.6554,0.34464504024692855,0.6616672399954133,0.2918,0.28159999999999996,5
2006,1437,0.461,0.4599609449783666,0.45966666666666667,0.13966666666666666,0.19333333333333333,0.3953333333333333,0.6496666666666667,0.3500396333057623,0.6048747763864043,0.3083333333333333,0.24733333333333332,3
2006,1449,0.5045,0.4780578898225957,0.47850000000000004,0.10450000000000001,0.2015,0.2015,0.692,0.3082120582120582,0.7981427174975562,0.3705,0.15,2
2006,1452,0.5085000000000001,0.4522243713733075,0.452,0.151,0.2455,0.28,0.6635,0.33687258687258687,0.7198275862068966,0.351,0.076,2
2006,1454,0.509,0.5655737704918032,0.566,0.121,0.206,0.286,0.688,0.3125,0.7142857142857143,0.473,0.082,1
2006,1455,0.5775,0.4355272816246636,0.4355,0.144,0.125,0.3345,0.6565,0.34344866704481003,0.6653404067197171,0.4325,0.2145,2
2007,1130,0.596,0.5153846153846153,0.515,0.094,0.075,0.407,0.686,0.3142857142857143,0.5925925925925926,0.281,0.123,1
2007,1139,0.5345,0.44712430426716143,0.4475,0.16,0.1795,0.274,0.6005,0.3992740471869328,0.7258064516129032,0.147,0.126,2
2007,1196,0.608,0.4761527521020563,0.4761666666666667,0.15783333333333335,0.103,0.39766666666666667,0.7545000000000001,0.24551510466545767,0.602489759344598,0.49300000000000005,0.18216666666666667,6
2007,1207,0.55725,0.43360046643497346,0.4335,0.126,0.10075,0.437,0.6307499999999999,0.3692688223938224,0.5629084967320261,0.21925,0.24275000000000002,4
2007,1231,0.474,0.4017857142857143,0.402,0.149,0.121,0.333,0.846,0.15384615384615385,0.6666666666666666,0.259,0.214,1
2007,1242,0.6316666666666667,0.4181286549707602,0.418,0.15633333333333332,0.15833333333333333,0.3236666666666667,0.6073333333333334,0.3926709728596521,0.6762820512820514,0.25566666666666665,0.2776666666666667,3
2007,1246,0.511,0.39090909090909093,0.391,0.127,0.096,0.333,0.73,0.2702702702702703,0.6666666666666666,0.5,0.273,1
2007,1257,0.559,0.4411764705882353,0.441,0.141,0.211,0.286,0.514,0.4857142857142857,0.7142857142857143,0.412,0.255,1
2007,1268,0.5,0.4142857142857143,0.414,0.201,0.168,0.463,0.729,0.2708333333333333,0.5365853658536586,0.206,0.171,1
2007,1272,0.4493333333333333,0.4361690389495752,0.436,0.11499999999999999,0.154,0.4076666666666667,0.6749999999999999,0.3248910675381264,0.5920511874000246,0.3353333333333333,0.21666666666666665,3
2007,1277,0.585,0.425531914893617,0.426,0.21,0.194,0.19,0.667,0.3333333333333333,0.8095238095238095,0.317,0.191,1
2007,1305,0.508,0.44366197183098594,0.444,0.193,0.067,0.429,0.75,0.25,0.5714285714285714,0.226,0.113,1
2007,1310,0.452,0.484375,0.484,0.108,0.136,0.386,0.625,0.375,0.6136363636363636,0.339,0.109,1
2007,1314,0.5476666666666666,0.47777160322311757,0.4776666666666667,0.14466666666666664,0.17200000000000001,0.4566666666666666,0.7476666666666666,0.2522977522977523,0.5435090702947846,0.24733333333333332,0.13999999999999999,3
2007,1326,0.549,0.5186566599018126,0.5188,0.10500000000000001,0.1298,0.327,0.7438,0.25595864661654133,0.6728731194248436,0.3678,0.15059999999999998,5
2007,1332,0.5613333333333334,0.48500792148333133,0.48500000000000004,0.132,0.12566666666666668,0.254,0.6733333333333333,0.3265761153959912,0.7458119658119657,0.29133333333333333,0.11199999999999999,3
2007,1338,0.616,0.41365584813227185,0.41400000000000003,0.178,0.08099999999999999,0.372,0.6930000000000001,0.3070716658756526,0.6278787878787879,0.22250000000000003,0.14900000000000002,2
2007,1345,0.421,0.45098039215686275,0.451,0.08,0.197,0.452,0.69,0.3103448275862069,0.5476190476190477,0.302,0.333,1
2007,1356,0.522,0.3900103519668737,0.39,0.16,0.182,0.2605,0.7304999999999999,0.26954022988505744,0.7392857142857143,0.4315,0.349,2
2007,1397,0.597,0.5162660256410256,0.5165,0.1055,0.1325,0.4,0.784,0.2159090909090909,0.6,0.3475,0.4,2
2007,1400,0.529,0.4596774193548387,0.46,0.162,0.186,0.333,0.568,0.43243243243243246,0.6666666666666666,0.49,0.161,1
2007,1401,0.522,0.4482758620689655,0.4485,0.1065,0.14300000000000002,0.2905,0.744,0.25625625625625625,0.7095238095238094,0.5005,0.318,2
2007,1417,0.51125,0.40099111414900884,0.40075,0.1845,0.18075,0.332,0.71175,0.28809523809523807,0.668094362745098,0.32525000000000004,0.20525,4
2007,1424,0.47050000000000003,0.44760527161684344,0.4475,0.10200000000000001,0.108,0.37250000000000005,0.641,0.35903873744619796,0.6272727272727273,0.32899999999999996,0.288,2
2007,1425,0.524,0.4122121710526316,0.4125,0.115,0.136,0.3555,0.741,0.25914634146341464,0.6443243243243244,0.459,0.233,2
2007,1433,0.5,0.49137931034482757,0.491,0.114,0.158,0.368,0.486,0.5142857142857142,0.631578947368421,0.295,0.345,1
2007,1435,0.5165,0.4052083333333333,0.405,0.1485,0.20550000000000002,0.347,0.7035,0.29662162162162165,0.6525604551920341,0.2175,0.2645,2
2007,1438,0.616,0.4482758620689655,0.448,0.097,0.121,0.536,0.684,0.3157894736842105,0.4642857142857143,0.268,0.086,1
2007,1439,0.429,0.4888888888888889,0.489,0.113,0.258,0.125,0.667,0.3333333333333333,0.875,0.429,0.178,1
2007,1450,0.518,0.41509433962264153,0.415,0.08,0.147,0.355,0.641,0.358974358974359,0.6451612903225806,0.193,0.189,1
2007,1457,0.516,0.44776119402985076,0.448,0.138,0.139,0.256,0.733,0.26666666666666666,0.7435897435897436,0.161,0.06,1
2007,1458,0.464,0.5,0.5,0.105,0.192,0.289,0.767,0.23333333333333334,0.7105263157894737,0.455,0.37,1
2007,1462,0.5,0.5,0.5,0.105,0.111,0.382,0.615,0.38461538461538464,0.6176470588235294,0.411,0.149,1
2008,1116,0.625,0.515625,0.516,0.128,0.116,0.36,0.641,0.358974358974359,0.64,0.542,0.094,1
2008,1139,0.651,0.5,0.5,0.131,0.147,0.292,0.618,0.38235294117647056,0.7083333333333334,0.226,0.271,1
2008,1172,0.5436666666666666,0.6102670394292876,0.6103333333333334,0.10066666666666667,0.207,0.3463333333333334,0.6256666666666667,0.37420913199314326,0.6537518037518039,0.2846666666666667,0.21466666666666664,3
2008,1181,0.483,0.5084745762711864,0.508,0.159,0.158,0.351,0.75,0.25,0.6486486486486487,0.259,0.169,1
2008,1207,0.588,0.4,0.4,0.186,0.159,0.355,0.763,0.23684210526315788,0.6451612903225806,0.118,0.14,1
2008,1242,0.5843333333333334,0.4117483600374461,0.41183333333333333,0.1718333333333333,0.14733333333333334,0.3481666666666667,0.7050000000000001,0.2951328910892454,0.6520054766022507,0.2153333333333333,0.24350000000000002,6
2008,1243,0.542,0.48,0.48,0.131,0.124,0.538,0.719,0.28125,0.46153846153846156,0.25,0.38,1
2008,1257,0.6363333333333334,0.4249291718263349,0.425,0.17699999999999996,0.19633333333333333,0.30866666666666664,0.7173333333333334,0.28278173439463766,0.6910843520038923,0.242,0.22466666666666665,3
2008,1266,0.49,0.5625,0.562,0.079,0.155,0.469,0.679,0.32142857142857145,0.53125,0.442,0.25,1
2008,1272,0.5269999999999999,0.46808236193921526,0.46820000000000006,0.08420000000000001,0.1216,0.4050000000000001,0.6876,0.31247533247533243,0.594996114996115,0.395,0.1814,5
2008,1274,0.484,0.4406779661016949,0.441,0.159,0.145,0.361,0.773,0.22727272727272727,0.6388888888888888,0.27,0.203,1
2008,1277,0.5285,0.3873626373626373,0.38749999999999996,0.16899999999999998,0.1195,0.3635,0.7304999999999999,0.26973684210526316,0.6362433862433863,0.2345,0.289,2
2008,1280,0.51,0.4140625,0.414,0.121,0.107,0.242,0.744,0.2558139534883721,0.7575757575757576,0.471,0.25,1
2008,1291,0.391,0.47368421052631576,0.474,0.112,0.135,0.333,0.778,0.2222222222222222,0.6666666666666666,0.473,0.105,1
2008,1314,0.60675,0.47917901307731814,0.47924999999999995,0.11424999999999999,0.147,0.48349999999999993,0.6825,0.31740906615021486,0.5163504369219052,0.25025,0.19050000000000003,4
2008,1323,0.535,0.35964912280701755,0.36,0.16,0.133,0.324,0.738,0.2619047619047619,0.6764705882352942,0.123,0.158,1
2008,1328,0.643,0.5510204081632653,0.551,0.116,0.159,0.286,0.679,0.32142857142857145,0.7142857142857143,0.429,0.204,1
2008,1338,0.522,0.42063492063492064,0.421,0.098,0.113,0.421,0.756,0.24444444444444444,0.5789473684210527,0.145,0.159,1
