,Unnamed: 0,Team_Id,wins,School
228,459.0,1328.0,4,Oklahoma 2016
229,460.0,1332.0,3,Oregon 2016
230,461.0,1344.0,1,Providence 2016
231,462.0,1372.0,1,SF Austin 2016
232,463.0,1386.0,1,St Joseph's PA 2016
233,464.0,1393.0,4,Syracuse 2016
234,465.0,1401.0,2,Texas A&M 2016
235,466.0,1428.0,1,Utah 2016
236,467.0,1433.0,1,VA Commonwealth 2016
237,468.0,1437.0,6,Villanova 2016
238,469.0,1438.0,3,Virginia 2016
239,470.0,1455.0,2,Wichita St 2016
240,471.0,1458.0,2,Wisconsin 2016
241,472.0,1462.0,1,Xavier 2016
242,473.0,1463.0,1,Yale 2016
243,,,0,Akron 2013
244,,,0,Albany (NY) 2013
245,,,0,Belmont 2013
246,,,0,Boise St 2013
247,,,0,Bucknell 2013
249,,,0,Cincinnati 2013
251,,,0,Colorado 2013
252,,,0,Davidson 2013
254,,,0,Georgetown 2013
255,,,0,Iona 2013
257,,,0,Kansas St 2013
258,,,0,Liberty 2013
259,,,0,Long Island University 2013
262,,,0,Missouri 2013
263,,,0,Montana 2013
264,,,0,Nevada-Las Vegas 2013
265,,,0,New Mexico St 2013
266,,,0,New Mexico 2013
268,,,0,North Carolina St 2013
269,,,0,Northwestern St 2013
270,,,0,Notre Dame 2013
272,,,0,Oklahoma St 2013
273,,,0,Oklahoma 2013
274,,,0,Pacific 2013
275,,,0,Pittsburgh 2013
279,,,0,South Dakota St 2013
280,,,0,Southern 2013
281,,,0,UCLA 2013
282,,,0,Valparaiso 2013
283,,,0,Villanova 2013
285,,,0,Western Kentucky 2013
287,,,0,Wisconsin 2013
289,,,0,Albany (NY) 2015
290,,,0,Baylor 2015
291,,,0,Belmont 2015
292,,,0,Boise St 2015
293,,,0,Brigham Young 2015
294,,,0,Buffalo 2015
295,,,0,UC-Irvine 2015
296,,,0,Coastal Carolina 2015
297,,,0,Davidson 2015
298,,,0,Eastern Washington 2015
300,,,0,Georgia 2015
301,,,0,Harvard 2015
302,,,0,Indiana 2015
303,,,0,Iowa St 2015
304,,,0,Lafayette 2015
305,,,0,Louisiana St 2015
306,,,0,Manhattan 2015
308,,,0,New Mexico St 2015
310,,,0,North Dakota St 2015
311,,,0,North Florida 2015
312,,,0,Northeastern 2015
314,,,0,Oklahoma St 2015
315,,,0,Providence 2015
316,,,0,Purdue 2015
318,,,0,Southern Methodist 2015
319,,,0,St. John's (NY) 2015
320,,,0,Stephen F. Austin 2015
321,,,0,Texas Southern 2015
322,,,0,Texas 2015
323,,,0,Valparaiso 2015
324,,,0,Virginia Commonwealth 2015
326,,,0,Wofford 2015
327,,,0,Wyoming 2015
328,,,0,Akron 2011
329,,,0,Alabama-Birmingham 2011
330,,,0,Alabama St 2011
331,,,0,Little Rock 2011
332,,,0,Belmont 2011
333,,,0,Boston University 2011
335,,,0,Bucknell 2011
336,,,0,UC-Santa Barbara 2011
338,,,0,Georgetown 2011
339,,,0,Georgia 2011
340,,,0,Hampton 2011
341,,,0,Indiana St 2011
343,,,0,Long Island University 2011
344,,,0,Louisville 2011
345,,,0,Memphis 2011
346,,,0,Michigan St 2011
347,,,0,Missouri 2011
349,,,0,Nevada-Las Vegas 2011
351,,,0,Northern Colorado 2011
352,,,0,Oakland 2011
354,,,0,Old Dominion 2011
355,,,0,Penn St 2011
356,,,0,Princeton 2011
357,,,0,Saint Peter's 2011
359,,,0,Southern California 2011
360,,,0,St. John's (NY) 2011
361,,,0,Tennessee 2011
362,,,0,Texas A&M 2011
364,,,0,Utah St 2011
365,,,0,Vanderbilt 2011
366,,,0,Villanova 2011
368,,,0,Wofford 2011
369,,,0,Xavier 2011
370,,,0,Arizona 2016
371,,,0,Austin Peay 2016
372,,,0,Baylor 2016
373,,,0,Buffalo 2016
374,,,0,Cal St Bakersfield 2016
375,,,0,University of California 2016
376,,,0,Chattanooga 2016
377,,,0,Cincinnati 2016
378,,,0,Colorado 2016
379,,,0,Dayton 2016
380,,,0,Fairleigh Dickinson 2016
382,,,0,Fresno St 2016
383,,,0,Green Bay 2016
384,,,0,Hampton 2016
385,,,0,Iona 2016
387,,,0,Michigan St 2016
388,,,0,Middle Tennessee 2016
389,,,0,North Carolina-Asheville 2016
390,,,0,North Carolina-Wilmington 2016
391,,,0,Oregon St 2016
392,,,0,Pittsburgh 2016
393,,,0,Purdue 2016
395,,,0,Seton Hall 2016
396,,,0,South Dakota St 2016
397,,,0,Southern California 2016
398,,,0,Southern 2016
400,,,0,Stony Brook 2016
401,,,0,Temple 2016
402,,,0,Texas Tech 2016
403,,,0,Texas 2016
404,,,0,Tulsa 2016
405,,,0,Vanderbilt 2016
407,,,0,Weber St 2016
408,,,0,West Virginia 2016
410,,,0,American 2014
411,,,0,Arizona St 2014
412,,,0,Brigham Young 2014
413,,,0,Cal Poly 2014
414,,,0,Cincinnati 2014
415,,,0,Coastal Carolina 2014
416,,,0,Colorado 2014
417,,,0,Delaware 2014
418,,,0,Duke 2014
419,,,0,Eastern Kentucky 2014
422,,,0,Iowa 2014
423,,,0,Kansas St 2014
424,,,0,Louisiana 2014
425,,,0,Manhattan 2014
426,,,0,Massachusetts 2014
428,,,0,Milwaukee 2014
429,,,0,Mount St. Mary's 2014
430,,,0,Nebraska 2014
431,,,0,New Mexico St 2014
432,,,0,New Mexico 2014
433,,,0,North Carolina Central 2014
435,,,0,North Dakota St 2014
436,,,0,Ohio St 2014
437,,,0,Oklahoma St 2014
438,,,0,Oklahoma 2014
439,,,0,Providence 2014
440,,,0,Saint Joseph's 2014
444,,,0,Texas Southern 2014
445,,,0,Tulsa 2014
447,,,0,Weber St 2014
448,,,0,Western Michigan 2014
450,,,0,Wofford 2014
451,,,0,Xavier 2014
452,,,0,Alabama 2012
453,,,0,Belmont 2012
455,,,0,University of California 2012
456,,,0,Colorado St 2012
457,,,0,Connecticut 2012
458,,,0,Davidson 2012
459,,,0,Detroit Mercy 2012
460,,,0,Duke 2012
462,,,0,Harvard 2012
463,,,0,Iona 2012
466,,,0,Lamar 2012
467,,,0,Long Beach St 2012
468,,,0,Long Island University 2012
469,,,0,Loyola (MD) 2012
470,,,0,Memphis 2012
472,,,0,Michigan 2012
473,,,0,Mississippi Valley St 2012
474,,,0,Missouri 2012
475,,,0,Montana 2012
477,,,0,Nevada-Las Vegas 2012
478,,,0,New Mexico St 2012
480,,,0,North Carolina-Asheville 2012
482,,,0,Notre Dame 2012
483,,,0,Ohio St 2012
485,,,0,Saint Mary's (CA) 2012
486,,,0,San Diego St 2012
487,,,0,South Dakota St 2012
488,,,0,Southern Mississippi 2012
489,,,0,St. Bonaventure 2012
490,,,0,Temple 2012
491,,,0,Texas 2012
493,,,0,Virginia 2012
494,,,0,West Virginia 2012
495,,,0,Western Kentucky 2012
496,,,0,Wichita St 2012
499,,,0,UC-Santa Barbara 2010
501,,,0,Clemson 2010
502,,,0,East Tennessee St 2010
503,,,0,Florida St 2010
504,,,0,Florida 2010
505,,,0,Georgetown 2010
506,,,0,Houston 2010
508,,,0,Lehigh 2010
509,,,0,Louisville 2010
510,,,0,Marquette 2010
512,,,0,Minnesota 2010
513,,,0,Montana 2010
514,,,0,Morgan St 2010
516,,,0,Nevada-Las Vegas 2010
517,,,0,New Mexico St 2010
518,,,0,North Texas 2010
519,,,0,Notre Dame 2010
520,,,0,Oakland 2010
521,,,0,Ohio St 2010
522,,,0,Oklahoma St 2010
523,,,0,Richmond 2010
524,,,0,Robert Morris 2010
526,,,0,Sam Houston St 2010
527,,,0,San Diego St 2010
528,,,0,Siena 2010
529,,,0,Temple 2010
530,,,0,Texas-El Paso 2010
531,,,0,Utah St 2010
532,,,0,Vanderbilt 2010
533,,,0,Vermont 2010
534,,,0,Winthrop 2010
535,,,0,Wofford 2010
